Mobile_Name,Memory,Screen_Size,Camera,Battery,Processor,Warranty,Rating & Reviews,Selling_Price,Discount
Nokia 105DS PLUS,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Battery,SC6531E Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,432 Ratings&29 Reviews,"₹1,565",17% off
"MOTOROLA Edge 40 (Lunar Blue, 256 GB)",8 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4400 mAh Battery,Dimensity 8020 Processor,1 Year Handset and 6 Months Accessories,"7,954 Ratings&1,403 Reviews","₹29,999",14% off
Nokia 125 DS 2020,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"6,650 Ratings&431 Reviews","₹2,225",14% off
Nokia 105DS PLUS,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Battery,SC6531E Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,432 Ratings&29 Reviews,"₹1,565",17% off
"POCO M4 Pro (Yellow, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor,"One Year for Handset, 6 Months for Accessories","22,854 Ratings&1,796 Reviews","₹15,999",27% off
itel Ace 2,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,1000 mAh Lithium Ion Battery,Spreadtrum Processor,12 Month Warranty on Device and 6 Months on Accessories Including Battery,"1,215 Ratings&104 Reviews",₹920,36% off
itel Ace 2,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,1000 mAh Lithium Ion Battery,Spreadtrum Processor,12+1 Month Warranty on Device and 6 Months on Accessories Including Battery,"1,215 Ratings&104 Reviews",₹920,36% off
"Nothing Phone (2) (Dark Grey, 512 GB)",12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 50MP | 32MP Front Camera,4700 mAh Lithium ion Battery,Qualcomm Snapdragon 8+ Gen 1 Processor,1 Year Manufacturing Warranty,N/A,"₹54,999",8% off
"OnePlus 11R 5G (Galactic Silver, 128 GB)",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,"4,181 Ratings&399 Reviews","₹38,381",4% off
"OnePlus 11R 5G (Sonic Black, 128 GB)",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,"4,181 Ratings&399 Reviews","₹38,338",4% off
"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"26,178 Ratings&2,533 Reviews","₹23,999",14% off
"REDMI 10 (Sunrise Orange, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"2,40,061 Ratings&14,652 Reviews","₹9,999",33% off
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"26,178 Ratings&2,533 Reviews","₹23,999",14% off
"OnePlus 11R 5G (Galactic Silver, 256 GB)",16 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,"3,515 Ratings&275 Reviews","₹43,494",3% off
"MOTOROLA e13 (Cosmic Black, 64 GB)",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,"3,657 Ratings&320 Reviews","₹6,799",32% off
"realme Narzo N55 (Prime Black, 128 GB)",6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,796 Ratings&35 Reviews,"₹14,500",3% off
itel It2171,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories","6,127 Ratings&495 Reviews","₹1,148",14% off
Snexian Guru 106,32 MB RAM | 32 MB ROM,449.58 cm (177 inch) Display,1MP Rear Camera,850 mAh Battery,3 Months Warranty,3 Months Warranty,"4,015 Ratings&315 Reviews",₹699,53% off
"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,733 Ratings&1,098 Reviews","₹26,999",15% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,850 mAh Battery,6 Months,6 Months,"31,016 Ratings&2,328 Reviews","₹1,140",23% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,6 Months,6 Months,"31,016 Ratings&2,328 Reviews","₹1,130",24% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,6 Months,6 Months,"31,016 Ratings&2,328 Reviews","₹1,120",25% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,1 Year Company Warranty,1 Year Company Warranty,"31,016 Ratings&2,328 Reviews","₹1,170",21% off
Snexian GURU 312,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,3 Months Company Warranty,3 Months Company Warranty,"3,198 Ratings&224 Reviews",₹799,20% off
Micromax S114,32 MB RAM | 64 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,1000 mAh Battery,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,166 Ratings&11 Reviews,₹950,47% off
"OnePlus 11R 5G (Sonic Black, 256 GB)",16 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessries,Domestic warranty of 12 months on phone & 6 months on accessries,"3,515 Ratings&275 Reviews","₹44,150",1% off
GFive U220+,32 MB RAM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"5,351 Ratings&574 Reviews",₹695,22% off
DIZO Star 300,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,2550 mAh Battery,SC6531E Processor,1 Year Warranty,"10,444 Ratings&1,205 Reviews","₹1,349",10% off
Nokia 150 DS 2020,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"23,992 Ratings&1,808 Reviews","₹2,730",8% off
Nokia 110 4G,128 MB RAM | 48 MB ROM,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,1020 mAh Battery,Brand Warranty of 1 Year Available for Mobile,Brand Warranty of 1 Year Available for Mobile,"3,179 Ratings&300 Reviews","₹2,999",14% off
Nokia 105 PLUS,4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1000 mAh Lithium Ion Battery,MTK6261D Processor,1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,"10,090 Ratings&676 Reviews","₹1,549",18% off
I Kall K3310,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year warranty for device and 6 Months for box accessories,1 Year warranty for device and 6 Months for box accessories,"63,413 Ratings&7,329 Reviews",₹744,25% off
"realme 9i 5G (Rocking Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"49,889 Ratings&2,454 Reviews","₹14,999",16% off
"realme 9i 5G (Soulful Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"9,425 Ratings&645 Reviews","₹16,999",15% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,6 Months,6 Months,"31,016 Ratings&2,328 Reviews","₹1,118",25% off
Kechaoda K55,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty,1 Year Brand Service Center Warranty,245 Ratings&8 Reviews,"₹1,150",23% off
Nokia 105SS PLUS,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,"2,336 Ratings&143 Reviews","₹1,580",12% off
itel it2163s,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1200 mAh Battery,"12+1 Months Warranty for device  (Special offer) 
6 months for accessories","12+1 Months Warranty for device  (Special offer) 
6 months for accessories",153 Ratings&5 Reviews,₹999,30% off
itel it2163s,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1200 mAh Battery,"12+1 Months Warranty for device  (Special offer) 
6 months for accessories","12+1 Months Warranty for device  (Special offer) 
6 months for accessories",153 Ratings&5 Reviews,₹999,30% off
Kechaoda K115,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,6 Months,6 Months,"31,016 Ratings&2,328 Reviews","₹1,160",22% off
itel it2163s,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1200 mAh Battery,"12+1 Months Warranty for device  (Special offer) 
6 months for accessories","12+1 Months Warranty for device  (Special offer) 
6 months for accessories",153 Ratings&5 Reviews,₹999,30% off
"realme GT 2 (Steel Black, 128 GB)",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"12,633 Ratings&1,420 Reviews","₹24,999",37% off
"realme GT 2 (Paper White, 128 GB)",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"12,633 Ratings&1,420 Reviews","₹24,999",37% off
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"26,178 Ratings&2,533 Reviews","₹23,999",14% off
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor",1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"20,833 Ratings&1,643 Reviews","₹13,990",24% off
"REDMI K50i 5G (Stealth Black, 256 GB)",8 GB RAM | 256 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,5080 mAh Battery,Dimensity 8100 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,314 Ratings&136 Reviews","₹23,999",33% off
"realme 9i 5G (Rocking Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"9,425 Ratings&645 Reviews","₹16,999",15% off
"realme 9i 5G (Soulful Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"49,889 Ratings&2,454 Reviews","₹14,999",16% off
"realme 9i 5G (Metallica Gold, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"9,425 Ratings&645 Reviews","₹16,999",15% off
"Infinix Hot 20 5G (Blaster Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor,1 Year on Handset and 6 Months on Accessories,"6,582 Ratings&577 Reviews","₹13,499",32% off
"realme 9i 5G (Metallica Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"49,889 Ratings&2,454 Reviews","₹14,999",16% off
KARBONN K9,6.1 cm (2.4 inch) QVGA Display,1800 mAh 1800 mAh Battery Battery,1 Year Manufacturer Warranty,N/A,N/A,1 Year Manufacturer Warranty,"8,042 Ratings&661 Reviews","₹1,375",13% off
KARBONN K9,6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,1 Year Manufacturer Warranty,N/A,1 Year Manufacturer Warranty,"8,042 Ratings&661 Reviews","₹1,298",6% off
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,733 Ratings&1,098 Reviews","₹26,999",15% off
KARBONN K9,6.1 cm (2.4 inch) QVGA Display,1800 mAh 1800 mAh Battery Battery,1 Year Manufacturer Warranty,N/A,N/A,1 Year Manufacturer Warranty,"8,042 Ratings&661 Reviews","₹1,375",13% off
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,733 Ratings&1,098 Reviews","₹26,999",15% off
"vivo Y02 (Orchid Blue, 32 GB)",3 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek P22 Processor,1 Year of Device & 6 Months for In-Box Accessories,579 Ratings&23 Reviews,"₹8,499",34% off
KARBONN K9,6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,1 Year Manufacturer Warranty,N/A,1 Year Manufacturer Warranty,"8,042 Ratings&661 Reviews","₹1,298",6% off
LAVA GEM POWER,4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,7.11 cm (2.8 inch) QVGA Display,2MP Rear Camera,2575 mAh Battery,1 YEAR REPLACEMENT WARRANTY,1 YEAR REPLACEMENT WARRANTY,22 Ratings&2 Reviews,"₹1,669",20% off
Snexian GURU 312,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,3 Months Company Warranty,3 Months Company Warranty,"3,198 Ratings&224 Reviews",₹799,20% off
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA Display,800 mAh Battery,1 Year Company Warranty,N/A,1 Year Company Warranty,"16,735 Ratings&1,121 Reviews","₹1,090",31% off
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,N/A,1 Year Company Warranty,"16,735 Ratings&1,121 Reviews","₹1,060",33% off
KARBONN KX3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Brand Warranty,1 Year Brand Warranty,"9,234 Ratings&695 Reviews",₹998,22% off
"POCO X5 Pro 5G (Yellow, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"9,483 Ratings&972 Reviews","₹22,999",20% off
I Kall K3310,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year warranty for device and 6 Months for box accessories,1 Year warranty for device and 6 Months for box accessories,"63,413 Ratings&7,329 Reviews",₹744,25% off
LAVA A1,24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty,1 Year Warranty,"1,09,565 Ratings&11,522 Reviews","₹1,199",7% off
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,50MP Rear Camera,6000 mAh Battery,12 Months Warranty,12 Months Warranty,"10,984 Ratings&810 Reviews","₹15,900",36% off
"vivo V27 5G (Noble Black, 128 GB)",8 GB RAM | 128 GB ROM,17.22 cm (6.78 Inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor,1 Year Brand Warranty,"16,777 Ratings&1,926 Reviews","₹32,999",10% off
"SAMSUNG Galaxy M04 (Light Green, 64 GB)",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,MediaTek Helio P35 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"3,791 Ratings&233 Reviews","₹7,944",33% off
GFive L228,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,3000 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,198 Ratings&22 Reviews,"₹1,099",45% off
GFive U106,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,1 Year Manufacturer warranty.,1 Year Manufacturer warranty.,"2,265 Ratings&184 Reviews",₹725,27% off
Micromax X708,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,One Year manufacturer Warranty,One Year manufacturer Warranty,"3,184 Ratings&221 Reviews","₹1,289",28% off
"Infinix Hot 20 5G (Space Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor,1 Year on Handset and 6 Months on Accessories,"6,582 Ratings&577 Reviews","₹13,499",32% off
"REDMI 12C (?Lavender Purple, 128 GB)",6 GB RAM | 128 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,581 Ratings&33 Reviews,"₹10,530",34% off
"OnePlus Nord 2T 5G (Gray Shadow, 128 GB)",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,4500 mAh Battery,12 Month,12 Month,"10,229 Ratings&840 Reviews","₹27,940",3% off
"POCO X4 Pro 5G (Laser Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor,"One Year for Handset, 6 Months for Accessories","22,355 Ratings&2,184 Reviews","₹17,999",30% off
"REDMI 12C (Mint Green, 64 GB)",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,986 Ratings&62 Reviews,"₹8,930",36% off
"REDMI 12C (Lavender Purple, 64 GB)",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic warranty of 12 months on phone & 6 months on accessories,Domestic warranty of 12 months on phone & 6 months on accessories,986 Ratings&62 Reviews,"₹8,961",35% off
"REDMI Note 12 (Ice Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,384 Ratings&607 Reviews","₹15,999",23% off
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,N/A,1 Year Company Warranty,"16,735 Ratings&1,121 Reviews","₹1,080",32% off
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,N/A,1 Year Company Warranty,"16,735 Ratings&1,121 Reviews","₹1,080",25% off
Nokia 105 PLUS,4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1000 mAh Lithium Ion Battery,MTK6261D Processor,1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,"10,090 Ratings&676 Reviews","₹1,699",N/A
"REDMI 10 Prime 2022 (Phantom Black, 64 GB)",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,6000 mAh Battery,12 Months,12 Months,"3,659 Ratings&243 Reviews","₹11,990",20% off
"SAMSUNG GALAXY M13 5G (Midnight Blue, 64 GB)",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,5000 mAh Battery,12 Months Warranty,12 Months Warranty,877 Ratings&50 Reviews,"₹12,290",27% off
Kechaoda K55,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty,1 Year Brand Service Center Warranty,245 Ratings&8 Reviews,"₹1,150",23% off
"Micromax IN 2C (Silver, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T610 Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"5,509 Ratings&572 Reviews","₹5,999",36% off
"Redmi 10 Prime (Phantom Black, 64 GB)",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,208 Ratings&10 Reviews,"₹11,280",24% off
"vivo V27 5G (Magic Blue, 128 GB)",8 GB RAM | 128 GB ROM,17.22 cm (6.78 Inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor,1 Year Brand Warranty,"16,777 Ratings&1,926 Reviews","₹32,999",10% off
